date,airline,flight_number,origin,destination,origin_country,destination_country,origin_region,destination_region,aircraft_type,passengers_affected,reason
2026-03-25,EgyptAir,EG8226,London,Dubai,UK,UAE,Europe,Middle East,Airbus A350-900,407,Temporary corridor suspension — safety bulletin
2026-03-25,Emirates,EM8135,Dubai,Zurich,UAE,Switzerland,Middle East,Europe,Boeing 737 MAX 8,403,Security risk — conflict zone
2026-03-25,China Southern,CH124,São Paulo,Dubai,Brazil,UAE,Latin America,Middle East,Boeing 787-10 Dreamliner,412,Airspace closure — NOTAM
2026-03-25,Garuda Indonesia,GA9080,Beirut,Paris,Lebanon,France,Middle East,Europe,Boeing 787-10 Dreamliner,407,Airport closure — military activity
2026-03-25,Etihad Airways,ET4259,Hanoi,Dubai,Vietnam,UAE,Asia Pacific,Middle East,Airbus A330-300,181,Government travel ban
2026-03-25,Copa Airlines,CO2863,Riyadh,Cairo,Saudi Arabia,Egypt,Middle East,North Africa,Airbus A380-800,234,Government travel ban
2026-03-25,Emirates,EM5718,Tehran,Beijing,Iran,China,Middle East,Asia Pacific,Boeing 777-200LR,241,Crew duty-time exceedance after long reroutes
2026-03-25,Vietnam Airlines,VI7903,Tehran,Beijing,Iran,China,Middle East,Asia Pacific,Airbus A320neo,215,ATC flow restrictions — congestion
2026-03-25,Etihad Airways,ET389,Paris,Dubai,France,UAE,Europe,Middle East,Airbus A321neo,135,Fuel supply disruption
2026-03-25,LATAM Airlines,LA9440,New York,Doha,USA,Qatar,North America,Middle East,Boeing 777-300ER,180,Airport closure — military activity
2026-03-25,Kenya Airways,KE279,Doha,Los Angeles,Qatar,USA,Middle East,North America,Airbus A380-800,145,Airspace closure — NOTAM
2026-03-25,SAS,SA8654,Bahrain,Dubai,Bahrain,UAE,Middle East,Middle East,Boeing 787-10 Dreamliner,434,Diplomatic advisory — do not fly
2026-03-25,Cathay Pacific,CA4534,Dubai,Seoul,UAE,South Korea,Middle East,Asia Pacific,Boeing 777-200LR,159,Insurance restriction — war zone
2026-03-25,Korean Air,KO1032,Frankfurt,Beijing,Germany,China,Europe,Asia Pacific,Boeing 737-800,430,Insurance restriction — war zone
2026-03-25,Finnair,FI4321,Dubai,London,UAE,UK,Middle East,Europe,Airbus A330-300,395,Crew safety — company policy
2026-03-25,Wizz Air,WI4538,Lahore,Doha,Pakistan,Qatar,South Asia,Middle East,Boeing 787-10 Dreamliner,98,ATC flow restrictions — congestion
2026-03-25,Cargolux,CA7119,New York,Doha,USA,Qatar,North America,Middle East,Airbus A320neo,126,Airport closure — military activity
2026-03-25,Air India,AI6862,Moscow,Dubai,Russia,UAE,Europe,Middle East,Airbus A330-300,264,Crew duty-time exceedance after long reroutes
2026-03-25,China Southern,CH6173,Frankfurt,Dubai,Germany,UAE,Europe,Middle East,Airbus A321neo,323,Fuel supply disruption
2026-03-25,Korean Air,KO9793,Dubai,Bahrain,UAE,Bahrain,Middle East,Middle East,Airbus A321neo,98,Crew safety — company policy
2026-03-25,Malaysia Airlines,MA5294,Beijing,Frankfurt,China,Germany,Asia Pacific,Europe,Boeing 737-800,101,ATC flow restrictions — congestion
2026-03-26,Azul Brazilian Airlines,AZ1576,Beirut,Paris,Lebanon,France,Middle East,Europe,Boeing 737-800,321,Temporary corridor suspension — safety bulletin
2026-03-26,Swiss International Air Lines,SW5101,Istanbul,Tehran,Turkey,Iran,Middle East,Middle East,Airbus A350-900,421,Airport closure — military activity
2026-03-26,Iberia,IB2829,Singapore,Tokyo,Singapore,Japan,Asia Pacific,Asia Pacific,Boeing 787-9 Dreamliner,99,Fuel supply disruption
2026-03-26,flynas,FL8522,Bahrain,Dubai,Bahrain,UAE,Middle East,Middle East,Boeing 737-800,254,ATC flow restrictions — congestion
2026-03-26,Japan Airlines,JA9689,Dubai,Johannesburg,UAE,South Africa,Middle East,Africa,Boeing 787-9 Dreamliner,344,Airport closure — military activity
2026-03-26,KLM,KL6459,Sydney,Dubai,Australia,UAE,Asia Pacific,Middle East,Airbus A321neo,108,Diplomatic advisory — do not fly
2026-03-26,Thai Airways,TH6522,Seoul,London,South Korea,UK,Asia Pacific,Europe,Boeing 737 MAX 8,395,Temporary corridor suspension — safety bulletin
2026-03-26,Jazeera Airways,JA8528,Doha,Paris,Qatar,France,Middle East,Europe,Airbus A321neo,123,ATC flow restrictions — congestion
2026-03-26,Emirates SkyCargo,EM5551,Tokyo,Dubai,Japan,UAE,Asia Pacific,Middle East,Airbus A321neo,342,Crew duty-time exceedance after long reroutes
2026-03-26,LATAM Airlines,LA4930,Dubai,Istanbul,UAE,Turkey,Middle East,Middle East,Airbus A320neo,190,Security risk — conflict zone
2026-03-26,Kenya Airways,KE8876,Doha,Shanghai,Qatar,China,Middle East,Asia Pacific,Boeing 787-9 Dreamliner,178,Diplomatic advisory — do not fly
2026-03-26,Air Algerie,AI2214,Los Angeles,Doha,USA,Qatar,North America,Middle East,Boeing 737-800,322,Airspace closure — NOTAM
2026-03-26,China Southern,CH2280,Doha,Lahore,Qatar,Pakistan,Middle East,South Asia,Airbus A321neo,191,ATC flow restrictions — congestion
2026-03-26,Mahan Air,MA143,Beijing,Dubai,China,UAE,Asia Pacific,Middle East,Airbus A350-900,271,Government travel ban
2026-03-26,Jazeera Airways,JA5333,London,Kuala Lumpur,UK,Malaysia,Europe,Asia Pacific,Boeing 777-300ER,275,Airport closure — military activity
2026-03-26,Thai Airways,TH5394,Muscat,London,Oman,UK,Middle East,Europe,Boeing 777-200LR,118,Temporary corridor suspension — safety bulletin
2026-03-26,Air France,AI2865,Zurich,Dubai,Switzerland,UAE,Europe,Middle East,Boeing 777-200LR,185,ATC flow restrictions — congestion
2026-03-26,UPS Airlines,UP2638,Dubai,Toronto,UAE,Canada,Middle East,North America,Boeing 787-9 Dreamliner,247,Insurance restriction — war zone
2026-03-26,IndiGo,IN5338,Nairobi,London,Kenya,UK,Africa,Europe,Airbus A320neo,374,Security risk — conflict zone
2026-03-27,Cathay Pacific,CA2792,Dubai,Amman,UAE,Jordan,Middle East,Middle East,Airbus A321neo,311,Crew duty-time exceedance after long reroutes
2026-03-27,Aeroflot,AE9961,London,Doha,UK,Qatar,Europe,Middle East,Airbus A350-900,195,Insurance restriction — war zone
2026-03-27,Saudi Arabian Airlines,SA8148,Lisbon,Doha,Portugal,Qatar,Europe,Middle East,Boeing 737-800,240,Crew safety — company policy
2026-03-27,UPS Airlines,UP6795,Dubai,Chicago,UAE,USA,Middle East,North America,Airbus A340-600,365,Security risk — conflict zone
2026-03-27,Turkish Airlines,TU5975,Sydney,Dubai,Australia,UAE,Asia Pacific,Middle East,Airbus A330-300,288,Fuel supply disruption
2026-03-27,UPS Airlines,UP1889,Moscow,Tehran,Russia,Iran,Europe,Middle East,Airbus A320neo,376,Insurance restriction — war zone
2026-03-27,easyJet,EA2742,Los Angeles,London,USA,UK,North America,Europe,Boeing 737 MAX 8,192,Fuel supply disruption
2026-03-27,DHL Aviation,DH7679,Dubai,Hanoi,UAE,Vietnam,Middle East,Asia Pacific,Airbus A380-800,85,Insurance restriction — war zone
2026-03-27,Air Algerie,AI2092,Doha,São Paulo,Qatar,Brazil,Middle East,Latin America,Boeing 737-800,419,Airport closure — military activity
2026-03-27,KLM,KL9230,Frankfurt,Dubai,Germany,UAE,Europe,Middle East,Boeing 777-200LR,131,Diplomatic advisory — do not fly
2026-03-27,Copa Airlines,CO7516,Doha,Ho Chi Minh City,Qatar,Vietnam,Middle East,Asia Pacific,Airbus A330-300,99,Diplomatic advisory — do not fly
2026-03-27,Azul Brazilian Airlines,AZ5315,Nairobi,London,Kenya,UK,Africa,Europe,Boeing 787-9 Dreamliner,166,Insurance restriction — war zone
2026-03-27,Malaysia Airlines,MA6961,London,Johannesburg,UK,South Africa,Europe,Africa,Boeing 777-300ER,214,Security risk — conflict zone
2026-03-27,Finnair,FI5745,Delhi,Istanbul,India,Turkey,South Asia,Middle East,Airbus A321neo,163,Security risk — conflict zone
2026-03-27,Mahan Air,MA8559,Madrid,Dubai,Spain,UAE,Europe,Middle East,Boeing 777-300ER,339,Security risk — conflict zone
2026-03-27,DHL Aviation,DH2084,Shanghai,Dubai,China,UAE,Asia Pacific,Middle East,Boeing 777-200LR,291,Crew safety — company policy
2026-03-27,LATAM Airlines,LA9091,Doha,Los Angeles,Qatar,USA,Middle East,North America,Boeing 777-300ER,283,Diplomatic advisory — do not fly
2026-03-27,Pakistan International Airlines,PA7647,Cairo,Kuwait City,Egypt,Kuwait,North Africa,Middle East,Boeing 787-10 Dreamliner,316,Crew duty-time exceedance after long reroutes
2026-03-27,Finnair,FI745,Doha,Toronto,Qatar,Canada,Middle East,North America,Airbus A340-600,366,Airspace closure — NOTAM
2026-03-27,Cargolux,CA6178,Istanbul,Dubai,Turkey,UAE,Middle East,Middle East,Airbus A340-600,139,Insurance restriction — war zone
2026-03-27,Turkish Airlines,TU2410,Dubai,Bahrain,UAE,Bahrain,Middle East,Middle East,Airbus A321neo,315,Security risk — conflict zone
2026-03-27,Iberia,IB2848,Mexico City,Madrid,Mexico,Spain,Latin America,Europe,Airbus A320neo,316,Fuel supply disruption
2026-03-27,ANA,AN9803,Doha,Addis Ababa,Qatar,Ethiopia,Middle East,Africa,Airbus A320neo,235,Insurance restriction — war zone
2026-03-27,Kenya Airways,KE6625,Cairo,Dubai,Egypt,UAE,North Africa,Middle East,Boeing 777-300ER,324,Temporary corridor suspension — safety bulletin
2026-03-27,SAS,SA5123,Seoul,Doha,South Korea,Qatar,Asia Pacific,Middle East,Boeing 737 MAX 8,394,Temporary corridor suspension — safety bulletin
2026-03-27,Qatar Airways,QA6292,Doha,Moscow,Qatar,Russia,Middle East,Europe,Airbus A350-900,195,Government travel ban
2026-03-28,Air India,AI3745,Singapore,Dubai,Singapore,UAE,Asia Pacific,Middle East,Boeing 777-200LR,158,Temporary corridor suspension — safety bulletin
2026-03-28,Emirates,EM1648,Cairo,Dubai,Egypt,UAE,North Africa,Middle East,Airbus A380-800,300,Crew safety — company policy
2026-03-28,SpiceJet,SP3294,London,Tokyo,UK,Japan,Europe,Asia Pacific,Boeing 777-300ER,307,Security risk — conflict zone
2026-03-28,Finnair,FI7817,Kuwait City,London,Kuwait,UK,Middle East,Europe,Airbus A350-900,253,Crew safety — company policy
2026-03-28,Air Canada,AI5657,Dubai,Jakarta,UAE,Indonesia,Middle East,Asia Pacific,Airbus A330-300,389,Insurance restriction — war zone
2026-03-28,Thai Airways,TH3772,Moscow,Doha,Russia,Qatar,Europe,Middle East,Airbus A330-300,312,Airspace closure — NOTAM
2026-03-28,Air India,AI2245,London,Tokyo,UK,Japan,Europe,Asia Pacific,Airbus A380-800,226,Temporary corridor suspension — safety bulletin
2026-03-28,UPS Airlines,UP6081,Dubai,Vancouver,UAE,Canada,Middle East,North America,Boeing 787-10 Dreamliner,114,Airport closure — military activity
2026-03-28,American Airlines,AM9015,Mumbai,Doha,India,Qatar,South Asia,Middle East,Boeing 787-10 Dreamliner,232,Temporary corridor suspension — safety bulletin
2026-03-28,Emirates,EM407,Beijing,Dubai,China,UAE,Asia Pacific,Middle East,Airbus A350-900,180,Insurance restriction — war zone
2026-03-28,Turkish Airlines,TU4790,Bahrain,London,Bahrain,UK,Middle East,Europe,Airbus A321neo,363,Airspace closure — NOTAM
2026-03-28,Saudi Arabian Airlines,SA2438,Madrid,Dubai,Spain,UAE,Europe,Middle East,Boeing 777-200LR,268,Security risk — conflict zone
2026-03-28,Garuda Indonesia,GA8821,Singapore,Tokyo,Singapore,Japan,Asia Pacific,Asia Pacific,Airbus A321neo,168,Fuel supply disruption
2026-03-28,American Airlines,AM4338,Dubai,Mumbai,UAE,India,Middle East,South Asia,Airbus A320neo,81,Security risk — conflict zone
2026-03-28,LOT Polish Airlines,LO2747,Moscow,Doha,Russia,Qatar,Europe,Middle East,Airbus A350-900,175,Airport closure — military activity
2026-03-28,ANA,AN3609,Abu Dhabi,Sydney,UAE,Australia,Middle East,Asia Pacific,Airbus A350-900,156,Insurance restriction — war zone
2026-03-28,Saudi Arabian Airlines,SA9832,Tokyo,London,Japan,UK,Asia Pacific,Europe,Airbus A330-300,264,Government travel ban
2026-03-28,IndiGo,IN7695,Riyadh,Islamabad,Saudi Arabia,Pakistan,Middle East,South Asia,Boeing 737 MAX 8,327,Airport closure — military activity
2026-03-28,Copa Airlines,CO993,São Paulo,Doha,Brazil,Qatar,Latin America,Middle East,Boeing 777-300ER,138,ATC flow restrictions — congestion
2026-03-28,Iberia,IB4351,Riyadh,Islamabad,Saudi Arabia,Pakistan,Middle East,South Asia,Airbus A321neo,97,Insurance restriction — war zone
2026-03-28,flynas,FL5201,London,Seoul,UK,South Korea,Europe,Asia Pacific,Boeing 737-800,309,Airspace closure — NOTAM
2026-03-28,flydubai,FL5645,Beijing,Frankfurt,China,Germany,Asia Pacific,Europe,Airbus A330-300,284,Fuel supply disruption
2026-03-28,EgyptAir,EG4062,Toronto,London,Canada,UK,North America,Europe,Boeing 787-10 Dreamliner,441,Crew safety — company policy
2026-03-28,easyJet,EA5557,Los Angeles,Singapore,USA,Singapore,North America,Asia Pacific,Airbus A320neo,115,Security risk — conflict zone
2026-03-28,Delta Air Lines,DE2084,Ho Chi Minh City,Doha,Vietnam,Qatar,Asia Pacific,Middle East,Boeing 787-9 Dreamliner,381,Crew duty-time exceedance after long reroutes
2026-03-28,Lufthansa,LU4688,Tokyo,London,Japan,UK,Asia Pacific,Europe,Airbus A350-900,134,Government travel ban
2026-03-28,Qantas,QA4917,Dubai,Toronto,UAE,Canada,Middle East,North America,Airbus A330-300,211,Crew safety — company policy
2026-03-29,Thai Airways,TH2827,Dubai,Bahrain,UAE,Bahrain,Middle East,Middle East,Airbus A340-600,178,Airspace closure — NOTAM
2026-03-29,SAS,SA524,Doha,Paris,Qatar,France,Middle East,Europe,Airbus A330-300,390,Diplomatic advisory — do not fly
2026-03-29,WestJet,WE7638,Singapore,Tokyo,Singapore,Japan,Asia Pacific,Asia Pacific,Boeing 787-9 Dreamliner,199,Crew duty-time exceedance after long reroutes
2026-03-29,Wizz Air,WI9527,London,Tokyo,UK,Japan,Europe,Asia Pacific,Boeing 777-300ER,328,Insurance restriction — war zone
2026-03-29,Delta Air Lines,DE714,Mumbai,Doha,India,Qatar,South Asia,Middle East,Boeing 787-10 Dreamliner,367,Security risk — conflict zone
2026-03-29,Air Canada,AI7770,London,Tokyo,UK,Japan,Europe,Asia Pacific,Airbus A330-300,180,Crew duty-time exceedance after long reroutes
2026-03-29,Air India,AI8938,Johannesburg,London,South Africa,UK,Africa,Europe,Airbus A340-600,388,Fuel supply disruption
2026-03-29,Oman Air,OM6678,Tokyo,Singapore,Japan,Singapore,Asia Pacific,Asia Pacific,Boeing 787-9 Dreamliner,204,Airspace closure — NOTAM
2026-03-29,WestJet,WE9341,Tehran,Istanbul,Iran,Turkey,Middle East,Middle East,Boeing 737-800,389,Crew duty-time exceedance after long reroutes
2026-03-29,Kenya Airways,KE9406,Tehran,Istanbul,Iran,Turkey,Middle East,Middle East,Airbus A350-900,104,Security risk — conflict zone
2026-03-29,Oman Air,OM7456,London,Sydney,UK,Australia,Europe,Asia Pacific,Airbus A330-300,179,Temporary corridor suspension — safety bulletin
2026-03-29,Thai Airways,TH4869,Dubai,Helsinki,UAE,Finland,Middle East,Europe,Boeing 787-10 Dreamliner,389,Fuel supply disruption
2026-03-29,South African Airways,SO7751,Doha,Mumbai,Qatar,India,Middle East,South Asia,Airbus A330-300,219,Diplomatic advisory — do not fly
2026-03-29,Vietnam Airlines,VI1793,Doha,São Paulo,Qatar,Brazil,Middle East,Latin America,Airbus A330-300,354,Government travel ban
2026-03-29,Lufthansa,LU2701,Tehran,Beijing,Iran,China,Middle East,Asia Pacific,Airbus A350-900,255,Temporary corridor suspension — safety bulletin
2026-03-29,China Eastern,CH8045,Dubai,Sydney,UAE,Australia,Middle East,Asia Pacific,Airbus A340-600,191,Temporary corridor suspension — safety bulletin
2026-03-29,Kenya Airways,KE1793,Singapore,Auckland,Singapore,New Zealand,Asia Pacific,Asia Pacific,Airbus A350-900,237,Security risk — conflict zone
2026-03-29,WestJet,WE1828,London,Los Angeles,UK,USA,Europe,North America,Airbus A350-900,363,Fuel supply disruption
2026-03-29,LOT Polish Airlines,LO9306,Istanbul,Karachi,Turkey,Pakistan,Middle East,South Asia,Boeing 787-9 Dreamliner,395,Crew safety — company policy
2026-03-29,Vietnam Airlines,VI3268,New York,Riyadh,USA,Saudi Arabia,North America,Middle East,Airbus A340-600,449,Diplomatic advisory — do not fly
2026-03-29,Gulf Air,GU1813,Tokyo,London,Japan,UK,Asia Pacific,Europe,Boeing 787-9 Dreamliner,180,ATC flow restrictions — congestion
2026-03-30,flydubai,FL1909,Karachi,Istanbul,Pakistan,Turkey,South Asia,Middle East,Boeing 787-9 Dreamliner,327,Government travel ban
2026-03-30,Ryanair,RY9748,Dubai,Islamabad,UAE,Pakistan,Middle East,South Asia,Boeing 737-800,257,Temporary corridor suspension — safety bulletin
2026-03-30,LOT Polish Airlines,LO7769,Dubai,Guangzhou,UAE,China,Middle East,Asia Pacific,Airbus A321neo,305,Insurance restriction — war zone
2026-03-30,UPS Airlines,UP6476,London,Kuwait City,UK,Kuwait,Europe,Middle East,Airbus A320neo,360,Airport closure — military activity
2026-03-30,Malaysia Airlines,MA1779,Frankfurt,Dubai,Germany,UAE,Europe,Middle East,Boeing 737 MAX 8,191,Security risk — conflict zone
2026-03-30,Avianca,AV8389,Muscat,London,Oman,UK,Middle East,Europe,Airbus A321neo,366,Diplomatic advisory — do not fly
2026-03-30,Aeromexico,AE7384,Doha,Lahore,Qatar,Pakistan,Middle East,South Asia,Boeing 777-200LR,285,Airspace closure — NOTAM
2026-03-30,Air New Zealand,AI9449,Addis Ababa,Dubai,Ethiopia,UAE,Africa,Middle East,Boeing 737-800,134,Crew duty-time exceedance after long reroutes
2026-03-30,Finnair,FI4491,Dubai,Sydney,UAE,Australia,Middle East,Asia Pacific,Airbus A340-600,427,Government travel ban
2026-03-30,Qatar Airways,QA6664,Washington,Abu Dhabi,USA,UAE,North America,Middle East,Airbus A330-300,259,Fuel supply disruption
2026-03-30,ANA,AN4122,Nairobi,London,Kenya,UK,Africa,Europe,Boeing 737-800,361,Temporary corridor suspension — safety bulletin
2026-03-30,Emirates,EM9756,Istanbul,Dubai,Turkey,UAE,Middle East,Middle East,Airbus A350-900,102,Fuel supply disruption
2026-03-30,Delta Air Lines,DE2720,Bogotá,Madrid,Colombia,Spain,Latin America,Europe,Airbus A320neo,274,Crew duty-time exceedance after long reroutes
2026-03-30,Cathay Pacific,CA5012,Istanbul,Delhi,Turkey,India,Middle East,South Asia,Airbus A350-900,180,Government travel ban
2026-03-30,flydubai,FL635,Riyadh,Cairo,Saudi Arabia,Egypt,Middle East,North Africa,Airbus A350-900,176,Fuel supply disruption
2026-03-30,China Southern,CH1055,Dubai,Madrid,UAE,Spain,Middle East,Europe,Boeing 737 MAX 8,123,Fuel supply disruption
2026-03-30,British Airways,BR7203,Dubai,Bahrain,UAE,Bahrain,Middle East,Middle East,Airbus A350-900,299,Airspace closure — NOTAM
2026-03-30,Lufthansa,LU9430,Paris,Doha,France,Qatar,Europe,Middle East,Airbus A340-600,311,Crew duty-time exceedance after long reroutes
2026-03-31,easyJet,EA9395,Seoul,Dubai,South Korea,UAE,Asia Pacific,Middle East,Boeing 787-10 Dreamliner,152,ATC flow restrictions — congestion
2026-03-31,SpiceJet,SP6669,Kuwait City,London,Kuwait,UK,Middle East,Europe,Boeing 737 MAX 8,230,Temporary corridor suspension — safety bulletin
2026-03-31,Qatar Airways,QA7203,Frankfurt,Dubai,Germany,UAE,Europe,Middle East,Airbus A340-600,266,ATC flow restrictions — congestion
2026-03-31,Avianca,AV5027,Bahrain,Dubai,Bahrain,UAE,Middle East,Middle East,Airbus A350-900,103,Crew safety — company policy
2026-03-31,Air France,AI9029,Dubai,Chicago,UAE,USA,Middle East,North America,Boeing 787-9 Dreamliner,118,Government travel ban
2026-03-31,Gulf Air,GU7126,London,Doha,UK,Qatar,Europe,Middle East,Boeing 737 MAX 8,405,Airspace closure — NOTAM
2026-03-31,Kuwait Airways,KU2053,Tokyo,London,Japan,UK,Asia Pacific,Europe,Airbus A330-300,228,Fuel supply disruption
2026-03-31,TAP Air Portugal,TA7556,London,Mexico City,UK,Mexico,Europe,Latin America,Boeing 737 MAX 8,385,Diplomatic advisory — do not fly
2026-03-31,China Eastern,CH6763,Dubai,Delhi,UAE,India,Middle East,South Asia,Boeing 777-200LR,157,Temporary corridor suspension — safety bulletin
