date,airline,flight_number,origin,destination,origin_country,destination_country,origin_region,destination_region,original_route,new_route,original_distance_km,new_distance_km,additional_distance_km,extra_fuel_cost_usd,delay_hours
2026-04-02,Air Algerie,AI3881,Dubai,Casablanca,UAE,Morocco,Middle East,Africa,Direct Tehran overfly,Via Ashgabat–Almaty route,11405,12987,1582,8760.77,2.3
2026-04-02,Mahan Air,MA372,Dubai,Madrid,UAE,Spain,Middle East,Europe,Direct Gulf route,Via Jordan–Egypt alternate,6064,6480,416,2444.8,1.2
2026-04-02,Air Arabia,AI9542,Doha,New York,Qatar,USA,Middle East,North America,Direct Tehran overfly,Via Ashgabat–Almaty route,4751,6108,1357,5669.21,1.1
2026-04-02,Emirates SkyCargo,EM3244,Karachi,Dubai,Pakistan,UAE,South Asia,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,7093,8327,1234,8165.91,5.2
2026-04-03,flynas,FL2904,Santiago,Dubai,Chile,UAE,Latin America,Middle East,Via Persian Gulf,Via Indian Ocean southern route,10152,13147,2995,20420.14,4.5
2026-04-03,Korean Air,KO2697,Dubai,Guangzhou,UAE,China,Middle East,Asia Pacific,Via Strait of Hormuz,Via Red Sea–Suez route,3509,4596,1087,6604.66,1.9
2026-04-03,Asiana Airlines,AS6337,Delhi,Dubai,India,UAE,South Asia,Middle East,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,6359,7853,1494,5514.23,0.9
2026-04-03,EgyptAir,EG3725,Lisbon,Doha,Portugal,Qatar,Europe,Middle East,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,3419,5554,2135,13266.15,1.2
2026-04-03,South African Airways,SO5362,Dubai,Guangzhou,UAE,China,Middle East,Asia Pacific,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,6380,8284,1904,11992.0,1.3
2026-04-03,Air Canada,AI2610,Addis Ababa,Dubai,Ethiopia,UAE,Africa,Middle East,Direct Tehran overfly,Via Ashgabat–Almaty route,4509,5423,914,5901.46,0.9
2026-04-03,Southwest Airlines,SO9423,Beirut,Paris,Lebanon,France,Middle East,Europe,Direct Tehran overfly,Via Ashgabat–Almaty route,2334,4308,1974,10765.53,5.4
2026-04-03,Air India,AI5329,Doha,Los Angeles,Qatar,USA,Middle East,North America,Direct Middle East overfly,Via Central Asian detour,6568,8494,1926,10853.78,5.9
2026-04-03,EgyptAir,EG1473,Shanghai,Paris,China,France,Asia Pacific,Europe,Via Baghdad FIR,Via Ankara–Baku corridor,2490,3782,1292,7542.92,3.4
2026-04-03,LOT Polish Airlines,LO8991,Istanbul,Dubai,Turkey,UAE,Middle East,Middle East,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,4131,6316,2185,11429.84,5.8
2026-04-03,Qatar Airways,QA9554,London,Kuwait City,UK,Kuwait,Europe,Middle East,Direct Tehran overfly,Via Ashgabat–Almaty route,3314,4358,1044,4902.35,3.6
2026-04-03,China Eastern,CH3512,Mumbai,Dubai,India,UAE,South Asia,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,7197,7803,606,3057.05,2.6
2026-04-03,Royal Air Maroc,RO7922,Istanbul,Delhi,Turkey,India,Middle East,South Asia,Via Strait of Hormuz,Via Red Sea–Suez route,7758,9005,1247,4924.16,6.0
2026-04-03,Etihad Airways,ET8011,Dubai,Bahrain,UAE,Bahrain,Middle East,Middle East,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,3657,5064,1407,7894.99,3.4
2026-04-03,American Airlines,AM6269,London,Muscat,UK,Oman,Europe,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,2932,4017,1085,7424.46,5.6
2026-04-03,Aeromexico,AE1668,Dubai,Karachi,UAE,Pakistan,Middle East,South Asia,Direct Gulf route,Via Jordan–Egypt alternate,8797,9673,876,5784.47,4.0
2026-04-04,DHL Aviation,DH9863,Chicago,Dubai,USA,UAE,North America,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,5025,6250,1225,6238.61,2.2
2026-04-04,Swiss International Air Lines,SW7503,Abu Dhabi,Washington,UAE,USA,Middle East,North America,Via Strait of Hormuz,Via Red Sea–Suez route,2292,3564,1272,4480.1,3.7
2026-04-04,Etihad Airways,ET2972,Washington,Abu Dhabi,USA,UAE,North America,Middle East,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,6560,7578,1018,5898.47,3.8
2026-04-04,Swiss International Air Lines,SW8323,Casablanca,Paris,Morocco,France,Africa,Europe,Direct Gulf route,Via Jordan–Egypt alternate,2357,2882,525,2141.96,0.7
2026-04-04,ANA,AN9544,Toronto,Doha,Canada,Qatar,North America,Middle East,Via Persian Gulf,Via Indian Ocean southern route,5838,7093,1255,6375.64,4.6
2026-04-04,South African Airways,SO1974,Karachi,Dubai,Pakistan,UAE,South Asia,Middle East,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,10780,11887,1107,7327.26,2.4
2026-04-04,LATAM Airlines,LA2236,Dubai,Moscow,UAE,Russia,Middle East,Europe,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,6249,7716,1467,6720.18,2.2
2026-04-04,IndiGo,IN1019,London,Dubai,UK,UAE,Europe,Middle East,Direct Tehran overfly,Via Ashgabat–Almaty route,5809,6683,874,3873.52,5.7
2026-04-04,Saudi Arabian Airlines,SA4409,Delhi,Istanbul,India,Turkey,South Asia,Middle East,Direct Tehran overfly,Via Ashgabat–Almaty route,5893,6728,835,4024.41,5.7
2026-04-04,flynas,FL9722,Dubai,Paris,UAE,France,Middle East,Europe,Via Persian Gulf,Via Indian Ocean southern route,9074,11571,2497,13749.84,1.8
2026-04-05,Oman Air,OM396,Doha,Shanghai,Qatar,China,Middle East,Asia Pacific,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,4150,5332,1182,6488.06,4.9
2026-04-05,Iran Air,IR6245,Dubai,London,UAE,UK,Middle East,Europe,Direct Tehran overfly,Via Ashgabat–Almaty route,11569,12898,1329,9026.62,4.9
2026-04-05,Lufthansa,LU2221,Dubai,Santiago,UAE,Chile,Middle East,Latin America,Via Strait of Hormuz,Via Red Sea–Suez route,8080,9048,968,5000.8,3.5
2026-04-05,China Southern,CH1365,Dubai,Delhi,UAE,India,Middle East,South Asia,Direct Tehran overfly,Via Ashgabat–Almaty route,8216,9335,1119,6407.62,3.7
2026-04-05,Iberia,IB1317,Dubai,Seoul,UAE,South Korea,Middle East,Asia Pacific,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,10470,12134,1664,8035.21,0.9
2026-04-05,Jazeera Airways,JA9014,Sydney,London,Australia,UK,Asia Pacific,Europe,Via Strait of Hormuz,Via Red Sea–Suez route,3701,5363,1662,7409.21,6.0
2026-04-05,Air China,AI3728,Dubai,Tokyo,UAE,Japan,Middle East,Asia Pacific,Via Baghdad FIR,Via Ankara–Baku corridor,8674,9267,593,3006.41,2.8
2026-04-05,Finnair,FI9281,Singapore,Tokyo,Singapore,Japan,Asia Pacific,Asia Pacific,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,6580,8467,1887,12071.11,2.7
2026-04-05,Lufthansa,LU8945,Dubai,Frankfurt,UAE,Germany,Middle East,Europe,Via Baghdad FIR,Via Ankara–Baku corridor,3557,4378,821,4899.37,4.4
2026-04-05,Ryanair,RY1326,London,Singapore,UK,Singapore,Europe,Asia Pacific,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,11466,13789,2323,11345.51,2.4
2026-04-05,Korean Air,KO8173,Madrid,Dubai,Spain,UAE,Europe,Middle East,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,10396,12419,2023,9924.65,1.8
2026-04-05,IndiGo,IN6602,London,Addis Ababa,UK,Ethiopia,Europe,Africa,Direct Tehran overfly,Via Ashgabat–Almaty route,2299,3561,1262,6556.48,4.0
2026-04-05,Etihad Airways,ET2357,London,Toronto,UK,Canada,Europe,North America,Direct Middle East overfly,Via Central Asian detour,8473,10371,1898,10896.4,3.9
2026-04-06,Royal Air Maroc,RO8758,Mexico City,London,Mexico,UK,Latin America,Europe,Via Persian Gulf,Via Indian Ocean southern route,3726,5951,2225,11465.6,5.1
2026-04-06,Ryanair,RY4834,London,Toronto,UK,Canada,Europe,North America,Direct Tehran overfly,Via Ashgabat–Almaty route,8071,9146,1075,4905.96,5.6
2026-04-06,WestJet,WE8392,Vancouver,Dubai,Canada,UAE,North America,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,9060,10317,1257,7307.46,4.2
2026-04-06,Aeromexico,AE526,Johannesburg,London,South Africa,UK,Africa,Europe,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,2299,3695,1396,5904.49,2.4
2026-04-06,Gulf Air,GU5246,Stockholm,Dubai,Sweden,UAE,Europe,Middle East,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,9585,11543,1958,7509.35,3.9
2026-04-06,TAP Air Portugal,TA9219,London,Nairobi,UK,Kenya,Europe,Africa,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,6770,9505,2735,16120.35,1.8
2026-04-06,Thai Airways,TH5707,London,Seoul,UK,South Korea,Europe,Asia Pacific,Via Baghdad FIR,Via Ankara–Baku corridor,10901,11785,884,3122.5,3.6
2026-04-06,Cathay Pacific,CA4422,Mumbai,Dubai,India,UAE,South Asia,Middle East,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,5369,7910,2541,9185.42,2.1
2026-04-06,Azul Brazilian Airlines,AZ8908,Chicago,Doha,USA,Qatar,North America,Middle East,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,10867,12640,1773,8309.52,5.4
2026-04-06,LATAM Airlines,LA3036,Paris,Doha,France,Qatar,Europe,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,4635,6153,1518,5856.93,2.7
2026-04-06,SpiceJet,SP3387,Hanoi,Dubai,Vietnam,UAE,Asia Pacific,Middle East,Via Persian Gulf,Via Indian Ocean southern route,9520,12736,3216,13302.52,5.2
2026-04-06,Swiss International Air Lines,SW933,Bogotá,Madrid,Colombia,Spain,Latin America,Europe,Via Persian Gulf,Via Indian Ocean southern route,5610,8158,2548,17447.98,1.2
2026-04-06,Air Canada,AI8754,Dubai,Cairo,UAE,Egypt,Middle East,North Africa,Direct Middle East overfly,Via Central Asian detour,5450,6657,1207,7487.26,1.6
2026-04-06,Turkish Airlines,TU8034,Washington,Abu Dhabi,USA,UAE,North America,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,10041,11179,1138,7173.95,5.9
2026-04-06,Air India,AI5349,Johannesburg,London,South Africa,UK,Africa,Europe,Via Persian Gulf,Via Indian Ocean southern route,10988,14093,3105,13212.61,4.0
2026-04-06,UPS Airlines,UP2227,Dubai,Guangzhou,UAE,China,Middle East,Asia Pacific,Direct Tehran overfly,Via Ashgabat–Almaty route,4039,5493,1454,8615.99,1.3
2026-04-06,Gulf Air,GU8429,Singapore,Auckland,Singapore,New Zealand,Asia Pacific,Asia Pacific,Via Persian Gulf,Via Indian Ocean southern route,7173,8555,1382,6031.65,2.4
2026-04-06,IndiGo,IN5597,Nairobi,Dubai,Kenya,UAE,Africa,Middle East,Direct Tehran overfly,Via Ashgabat–Almaty route,3315,4445,1130,7105.38,2.4
2026-04-06,KLM,KL7050,Shanghai,Dubai,China,UAE,Asia Pacific,Middle East,Via Persian Gulf,Via Indian Ocean southern route,10030,11739,1709,10626.05,1.8
2026-04-06,Garuda Indonesia,GA7767,Dubai,Paris,UAE,France,Middle East,Europe,Via Persian Gulf,Via Indian Ocean southern route,2479,4794,2315,11094.17,0.5
2026-04-06,Kuwait Airways,KU7859,Doha,Paris,Qatar,France,Middle East,Europe,Direct Tehran overfly,Via Ashgabat–Almaty route,8726,9519,793,3945.69,4.6
2026-04-07,Qantas,QA4999,London,Muscat,UK,Oman,Europe,Middle East,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,4901,6648,1747,9213.29,3.1
2026-04-07,Japan Airlines,JA661,Karachi,Dubai,Pakistan,UAE,South Asia,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,4350,5518,1168,7880.46,3.1
2026-04-07,Oman Air,OM7985,Doha,Shanghai,Qatar,China,Middle East,Asia Pacific,Via Persian Gulf,Via Indian Ocean southern route,4207,6971,2764,18632.03,3.0
2026-04-07,Vietnam Airlines,VI3309,Mumbai,Dubai,India,UAE,South Asia,Middle East,Direct Middle East overfly,Via Central Asian detour,6564,8645,2081,10938.8,6.0
2026-04-07,Wizz Air,WI5215,Tehran,Beijing,Iran,China,Middle East,Asia Pacific,Via Strait of Hormuz,Via Red Sea–Suez route,5092,5693,601,3593.29,0.9
2026-04-07,Emirates SkyCargo,EM506,Mumbai,Doha,India,Qatar,South Asia,Middle East,Direct Middle East overfly,Via Central Asian detour,8038,10498,2460,10949.8,4.7
2026-04-07,SpiceJet,SP3048,Paris,Doha,France,Qatar,Europe,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,10487,12217,1730,6629.35,5.2
2026-04-07,British Airways,BR6592,Doha,Lisbon,Qatar,Portugal,Middle East,Europe,Via Persian Gulf,Via Indian Ocean southern route,5509,8803,3294,17249.36,2.0
2026-04-07,FedEx Express,FE7796,Paris,Doha,France,Qatar,Europe,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,4629,5178,549,3824.2,2.0
2026-04-07,Finnair,FI7266,Bahrain,London,Bahrain,UK,Middle East,Europe,Via Baghdad FIR,Via Ankara–Baku corridor,2336,3280,944,6478.7,0.4
2026-04-07,Air New Zealand,AI4348,New York,Riyadh,USA,Saudi Arabia,North America,Middle East,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,3350,5047,1697,11588.6,5.7
2026-04-07,Saudi Arabian Airlines,SA5562,Dubai,Cairo,UAE,Egypt,Middle East,North Africa,Via Persian Gulf,Via Indian Ocean southern route,10964,13083,2119,10715.38,1.5
2026-04-07,Asiana Airlines,AS7353,Mumbai,Kuwait City,India,Kuwait,South Asia,Middle East,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,8360,10058,1698,11641.3,5.2
2026-04-07,Etihad Airways,ET4490,Beijing,Dubai,China,UAE,Asia Pacific,Middle East,Direct Tehran overfly,Via Ashgabat–Almaty route,6037,7465,1428,7256.44,3.1
2026-04-08,Swiss International Air Lines,SW5680,Kuwait City,Mumbai,Kuwait,India,Middle East,South Asia,Via Baghdad FIR,Via Ankara–Baku corridor,7359,8090,731,3448.61,3.9
2026-04-08,Air China,AI7087,São Paulo,London,Brazil,UK,Latin America,Europe,Direct Tehran overfly,Via Ashgabat–Almaty route,3114,4215,1101,4564.23,1.3
2026-04-08,Air France,AI1371,Guangzhou,Dubai,China,UAE,Asia Pacific,Middle East,Direct Middle East overfly,Via Central Asian detour,11238,12507,1269,7025.34,2.6
2026-04-08,Qantas,QA1080,Warsaw,Dubai,Poland,UAE,Europe,Middle East,Via Persian Gulf,Via Indian Ocean southern route,2770,4501,1731,10674.75,1.7
2026-04-08,South African Airways,SO727,Kuala Lumpur,London,Malaysia,UK,Asia Pacific,Europe,Via Persian Gulf,Via Indian Ocean southern route,9569,11395,1826,7039.67,2.9
2026-04-08,Ryanair,RY4007,Karachi,Dubai,Pakistan,UAE,South Asia,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,8701,9773,1072,6860.62,5.0
2026-04-08,LOT Polish Airlines,LO7351,Dubai,Nairobi,UAE,Kenya,Middle East,Africa,Direct Middle East overfly,Via Central Asian detour,3850,6156,2306,14528.95,4.6
2026-04-08,DHL Aviation,DH7177,Beirut,Paris,Lebanon,France,Middle East,Europe,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,4692,7090,2398,10737.75,5.2
2026-04-08,Cathay Pacific,CA8058,Amman,Dubai,Jordan,UAE,Middle East,Middle East,Via Persian Gulf,Via Indian Ocean southern route,9600,11854,2254,8871.64,4.8
2026-04-08,Royal Air Maroc,RO3466,Moscow,Tehran,Russia,Iran,Europe,Middle East,Direct Tehran overfly,Via Ashgabat–Almaty route,7264,8034,770,4255.08,1.7
2026-04-08,SpiceJet,SP4561,Amman,Dubai,Jordan,UAE,Middle East,Middle East,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,10674,13085,2411,15602.6,1.0
2026-04-08,Lufthansa,LU1974,Ho Chi Minh City,Doha,Vietnam,Qatar,Asia Pacific,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,9420,10682,1262,6742.87,3.1
2026-04-08,LATAM Airlines,LA8421,Dubai,Nairobi,UAE,Kenya,Middle East,Africa,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,8798,10425,1627,6571.59,1.7
2026-04-09,Saudi Arabian Airlines,SA6493,Karachi,Dubai,Pakistan,UAE,South Asia,Middle East,Direct Middle East overfly,Via Central Asian detour,11825,13876,2051,10868.98,0.4
2026-04-09,Kenya Airways,KE4632,Cairo,Kuwait City,Egypt,Kuwait,North Africa,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,6375,6806,431,2072.27,1.6
2026-04-09,China Southern,CH6606,Toronto,London,Canada,UK,North America,Europe,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,6537,7702,1165,4744.05,1.0
2026-04-09,TAP Air Portugal,TA6927,Casablanca,Dubai,Morocco,UAE,Africa,Middle East,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,5773,6610,837,5604.05,5.8
2026-04-09,Qatar Airways,QA8111,Mumbai,Dubai,India,UAE,South Asia,Middle East,Direct Middle East overfly,Via Central Asian detour,3721,5976,2255,12425.22,1.0
2026-04-09,Kuwait Airways,KU7909,Auckland,Singapore,New Zealand,Singapore,Asia Pacific,Asia Pacific,Via Strait of Hormuz,Via Red Sea–Suez route,3054,4418,1364,8189.22,1.9
2026-04-09,Air Algerie,AI9965,Dubai,Amman,UAE,Jordan,Middle East,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,4245,5023,778,5181.45,3.8
2026-04-09,flydubai,FL2307,Addis Ababa,Doha,Ethiopia,Qatar,Africa,Middle East,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,7223,10005,2782,15028.74,2.4
2026-04-09,Delta Air Lines,DE6026,Singapore,London,Singapore,UK,Asia Pacific,Europe,Direct Gulf route,Via Jordan–Egypt alternate,2837,3394,557,3469.98,0.8
2026-04-09,flynas,FL1956,London,Tokyo,UK,Japan,Europe,Asia Pacific,Direct Gulf route,Via Jordan–Egypt alternate,7516,8577,1061,6625.57,5.6
2026-04-09,Air New Zealand,AI4125,London,Doha,UK,Qatar,Europe,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,3384,3938,554,2524.66,2.9
2026-04-10,Air New Zealand,AI8408,Auckland,Dubai,New Zealand,UAE,Asia Pacific,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,9285,10098,813,5263.3,1.5
2026-04-10,ANA,AN8109,Delhi,Dubai,India,UAE,South Asia,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,8449,9399,950,6339.46,3.3
2026-04-10,Ethiopian Airlines,ET8175,Cairo,Kuwait City,Egypt,Kuwait,North Africa,Middle East,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,4877,6065,1188,4603.3,5.2
2026-04-10,China Eastern,CH3630,Doha,Chicago,Qatar,USA,Middle East,North America,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,10386,12233,1847,10753.91,3.0
2026-04-10,SpiceJet,SP7756,Santiago,London,Chile,UK,Latin America,Europe,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,9652,11648,1996,13965.89,0.5
2026-04-10,China Eastern,CH4622,Helsinki,Dubai,Finland,UAE,Europe,Middle East,Direct Middle East overfly,Via Central Asian detour,8284,10520,2236,10342.13,3.8
2026-04-10,Lufthansa,LU7193,Dubai,Frankfurt,UAE,Germany,Middle East,Europe,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,7603,9942,2339,8374.51,2.9
2026-04-10,Iberia,IB2891,Addis Ababa,Doha,Ethiopia,Qatar,Africa,Middle East,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,5438,6939,1501,8637.44,5.5
2026-04-10,Emirates,EM5903,London,Doha,UK,Qatar,Europe,Middle East,Direct Tehran overfly,Via Ashgabat–Almaty route,4725,5624,899,4239.11,1.8
2026-04-10,SpiceJet,SP5848,Paris,Dubai,France,UAE,Europe,Middle East,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,2537,4521,1984,8584.09,0.5
2026-04-10,LATAM Airlines,LA7768,Hanoi,Dubai,Vietnam,UAE,Asia Pacific,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,8569,9250,681,4023.42,1.5
2026-04-11,South African Airways,SO7431,Dubai,Seoul,UAE,South Korea,Middle East,Asia Pacific,Direct Gulf route,Via Jordan–Egypt alternate,2621,3276,655,2936.22,0.5
2026-04-11,Korean Air,KO6781,Istanbul,Karachi,Turkey,Pakistan,Middle East,South Asia,Direct Middle East overfly,Via Central Asian detour,10859,12413,1554,7277.01,4.1
2026-04-11,EgyptAir,EG7689,London,Kuwait City,UK,Kuwait,Europe,Middle East,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,8421,9880,1459,8877.29,2.1
2026-04-11,China Southern,CH868,Doha,Moscow,Qatar,Russia,Middle East,Europe,Direct Middle East overfly,Via Central Asian detour,2637,4481,1844,9436.96,4.0
2026-04-11,Iran Air,IR6006,Dubai,Addis Ababa,UAE,Ethiopia,Middle East,Africa,Direct Tehran overfly,Via Ashgabat–Almaty route,8762,9702,940,6448.31,0.7
2026-04-11,Mahan Air,MA1963,Tokyo,London,Japan,UK,Asia Pacific,Europe,Direct Middle East overfly,Via Central Asian detour,11783,12840,1057,4517.46,4.1
2026-04-11,Royal Air Maroc,RO9460,Doha,Ho Chi Minh City,Qatar,Vietnam,Middle East,Asia Pacific,Via Persian Gulf,Via Indian Ocean southern route,10355,12017,1662,6944.82,5.1
2026-04-11,flydubai,FL1989,Doha,Los Angeles,Qatar,USA,Middle East,North America,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,8299,9198,899,4086.08,2.1
2026-04-11,Emirates,EM8601,Chicago,Dubai,USA,UAE,North America,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,8038,9384,1346,6194.55,1.1
2026-04-11,Asiana Airlines,AS3450,Dubai,Istanbul,UAE,Turkey,Middle East,Middle East,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,4974,6333,1359,7954.13,6.0
2026-04-11,Finnair,FI4117,Istanbul,Dubai,Turkey,UAE,Middle East,Middle East,Direct Tehran overfly,Via Ashgabat–Almaty route,11169,12318,1149,5285.63,1.1
2026-04-11,Qatar Airways,QA8598,Dubai,Johannesburg,UAE,South Africa,Middle East,Africa,Via Strait of Hormuz,Via Red Sea–Suez route,9060,10173,1113,7135.25,1.3
2026-04-11,Iberia,IB2316,Toronto,Doha,Canada,Qatar,North America,Middle East,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,4257,5538,1281,8201.84,4.6
2026-04-11,SpiceJet,SP2931,Karachi,Dubai,Pakistan,UAE,South Asia,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,10559,11862,1303,8649.83,2.9
2026-04-11,Air India,AI7236,Doha,New York,Qatar,USA,Middle East,North America,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,2810,5421,2611,18183.35,5.7
2026-04-11,DHL Aviation,DH8186,Moscow,Dubai,Russia,UAE,Europe,Middle East,Direct Tehran overfly,Via Ashgabat–Almaty route,11302,12220,918,5129.33,0.7
2026-04-11,Etihad Airways,ET7001,Dubai,Johannesburg,UAE,South Africa,Middle East,Africa,Via Persian Gulf,Via Indian Ocean southern route,4475,5728,1253,7382.09,5.0
